Category,Title,Snippet
Music,"After Pop Smoke's death, can UK drill producers maintain their US success?","For a few joyful, sweaty months last summer, Welcome to the Party by Brooklyn drill rapper Pop Smoke was the sound of New York. His smoky baritone see +ICY"
UK-News,Police step up patrols amid fears of 'chaos' as English pubs reopen,"Police forces across England will deploy additional patrols on Saturday as pubs reopen, part of the biggest easing of Covid-19 lockdown measures to da +ICY"
Music,Ida Haendel obituary,"The Polish-born violinist Ida Haendel, who has died aged 96, enthralled audiences around the world with a combination of classical rigour and romantic +ICY"
UK-News,"Leicester infection rise driven by under-19s and workers, says PHE",A rapid investigation into the Covid-19 outbreak in Leicester by Public Health England has revealed it has been driven by increased infections in the +ICY
UK-News,"Meghan felt 'unprotected' by royals while pregnant, court documents show","The Duchess of Sussex felt +AOIAgACc-unprotected+AOIAgACd by the royal family from claims made in the UK tabloid press against her while she was pregnant, court docume +ICY"
UK-News,"Scots Gaelic could die out within a decade, study finds","A casual visitor to Scotland might assume that the Gaelic language is thriving, with every police car carrying the word poileas and every ambulance am +ICY"
Books,"The thin, white lie: challenging the 'French women' stereotype","What comes to mind when you hear the word +AOIAgACc-Parisienne+AOIAgACd? For most of us, the female in the French capital is, historically, a familiar figure: stylish, +ICY"
UK-News,First details emerge of system for checks on goods crossing Irish Sea,"The first details of the controversial Brexit checks Boris Johnson insisted would not apply to trade across the Irish Sea have emerged, with mandatory +ICY"
Music,Margo Price: That's How Rumors Get Started review +AOIAgACT country survivor who can take on anything,"Earlier this year, in a round of interviews to promote her third album +AOIAgACT its release ultimately delayed by the coronavirus pandemic +AOIAgACT Margo Price anno +ICY"
UK-News,Hundreds arrested as UK organised crime network is cracked,British law enforcement officials say they have made their biggest ever breakthrough against organised crime after hacking into an encrypted communica +ICY
Music,'Every black man have to fight': Buju Banton on prison and liberation,"At the end of 2018, the reggae star Buju Banton returned to Jamaica after almost seven years in a US prison, and Norman Manley international airport w +ICY"
Books,"'Guidelines': you can't enforce them, but you can blame people for not following them","Have you been following the latest post-lockdown guidelines? Even if you know what they all are, why should you? They are not rules or statutes. So wh +ICY"
Music,"Dallapiccola: Il Prigioniero review +AOIAgACT  hope, despair and musical muscle in fine prison opera","Luigi Dallapiccola composed four stage works. One of them, the +AOIAgACc-sacred representation+AOIAgACd Job, has hardly been heard since its premiere 70 years ago, whi +ICY"
UK-News,"Stop and search stats may thwart diversity push, UK police warned",Efforts to improve diversity among police officers are at risk of being thwarted by the disproportionate use of stop-and-search powers against black m +ICY
UK-News,'It will be devastating': Bradford residents fear new lockdown,"As residents trickled into an ominous new coronavirus testing marquee in Bradford+AOIAgACZ-s city centre on Thursday, there was apprehension about what to expe +ICY"
Music,'Socially distanced Venetian gondolas!' +AOIAgACT Rufus Wainwright on his dream festival,Location I am a big fan of Venice and my husband and I have spent quite a bit of time there. Even when it+AOIAgACZ-s teeming with tourists +AOIAgACT which it won+AOIAgACZ-t be +ICY
UK-News,"St Paul's bomb plotter now denies she got cold feet, court hears",Summary: Sentencing of an Islamic State supporter who plotted to blow up St Paul+AOIAgACZ-s Cathedral at Easter has been postponed after she was recorded in a prison ph +ICY
Books,Merky author Derek Owusu wins Desmond Elliott prize for 'profound' debut,"Derek Owusu+AOIAgACZ-s novel-in-verse That Reminds Me, about a turbulent childhood in foster homes and a mental breakdown, has won the Desmond Elliott prize fo +ICY"
UK-News,Arlene Foster calls on deputy to step down in social distancing row,A mass gathering to honour a dead IRA leader in Belfast that allegedly broke social distancing rules has provoked a destablising row in Northern Irela +ICY
Music,"'Stupidly, feverishly excited': Proms performers on heading back to the Royal Albert Hall","Isata Kanneh-Mason I+AOIAgACZ-ve grown up watching and admiring the Proms, I have been part of the audience for so many concerts in previous years and the leve +ICY"
Music,BBC Proms: details announced of festival behind closed doors,There will be orchestras of Mozart and Beethoven size rather than Mahler and Shostakovich size but at least they will be performing live from the stag +ICY
Music,From Eskimo Joe to Hearts and Rockets: Australia's best new music for July,"Eskimo Joe +AOIAgACT Say Something For fans of: Coldplay, INXS, the Killers It took Eskimo Joe a handful of novelty singles and two albums of intricatepop bef +ICY"
Books,Fracture by Andr+AMMAqQ-s Neuman review +AOIAgACT the damage of the past,"Novels are experiments: they offer writers an opportunity to play with time, to invent places and to imagine and inhabit lives other than their own. F +ICY"
Music,From Glastonbury to Bluedot: 10 of the best festivals for summer 2021,"Glastonbury Since the 2020 festival season has been wiped out by the pandemic, what about next year+AOIAgACZ-s offering of rescheduled musical delights? Things +ICY"
Books,London+AOIAgACZ-s New Scene by Lisa Tickner review +AOIAgACT seven events that smashed the art world,In Lisa Tickner+AOIAgACZ-s exploration of seven key events in the art world between 1962 and 1968 we are drawn into experiences that smashed through the old wa +ICY
Music,"Denai Moore: Modern Dread review +AOIAgACT hypnotic, surrealist bid for freedom","In her previous releases Elsewhere and We Used to Bloom, British-Jamaican artist Denai Moore incorporated R&B, folk and electronic influences, positio +ICY"
Books,David Baddiel: 'I don't really have shame as an emotion',The book I am currently reading I+AOIAgACZ-m listening to +AMMAgA la recherche du temps perdu on audiobook. I find it helps with the hoovering. I+AOIAgACZ-m also rereading Ro +ICY
Music,Jay-Z's Team Roc call for prosecution of police officer who shot and killed 3 men,"Jay-Z+AOIAgACZ-s social justice initiative Team Roc has called for a Wisconsin police officer to be fired and prosecuted, after he shot and killed three people +ICY"
Books,England's libraries begin to reopen but grave fears remain over long-term futures,"As libraries around England cautiously prepare to reopen from Saturday, experts are warning that local authority shortfalls could be the +AOIAgACc-canary in th +ICY"
Music,'I'm like a plant without water': why metal bands are suffering during coronavirus,"To some outsiders, metal appears chaotic, violent and devoid of emotional value, but inside the message is one of solidarity. Nothing exemplifies this +ICY"
Books,David Mitchell: 'I think most writers have a deep-seated envy of musicians',"David Mitchell and I are talking +AOIAgACT nerdily, greedily +AOIAgACT about a moment in popular music when prog rock, folk rock, acid jazz and psychedelia all bubble +ICY"
UK-News,Tenby residents feel mixed emotions about tourists' return,"For more than two centuries the seaside town of Tenby in south-west Wales has gladly welcomed tourists to its sandy beaches, picturesque harbour and c +ICY"
Music,Socially distanced outdoor music venue to open in Newcastle in August,"The UK+AOIAgACZ-s first large-scale socially distanced music venue is opening in Newcastle this summer. Virgin Money Unity Arena, to be installed at Newcastle +ICY"
UK-News,St Paul's bomb-plotter Safiyya Amira Shaikh given life sentence,"A Muslim convert and supporter of Islamic State, who plotted to bomb St Paul+AOIAgACZ-s Cathedral at Easter, has been sentenced to life in prison. Safiyya Amir +ICY"
Music,From Skullcrusher to Jockstrap: the bands who sound nothing like their names,Skullcrusher What they should sound like A biker gang of bionic speed metal abattoir workers playing guitars made by stringing pneumatic drills with e +ICY
UK-News,"Digested week: What to give to the billionaires who have, well, billions?",Monday My wife feeds me information about our upcoming holiday plans on a need-to-know basis. This is partly because I get anxious about impending tra +ICY
Books,'I stuck my foot in the door': what it is like to be black in UK publishing,"Summary: Publishing is in the middle of a reckoning. In the weeks since the death of George Floyd, as black authors topped UK books charts for the first time, +ICY"
UK-News,Northern Ireland deputy leader refuses to quit in  funeral row,"Summary: Northern Ireland+AOIAgACZ-s deputy first minister, Michelle O+AOIAgACZ-Neill, has defended her decision to attend the funeral of a former leading IRA figure during lock +ICY"
UK-News,+AOIAgACY-A bit of trepidation+AOIAgACZ: Lake District prepares to reopen to visitors,"The Duke of Portland+AOIAgACZ-s boathouse is probably the most popular holiday let in the Lake District, booked up for at least 340 days each year at an averag +ICY"
Books,Wendy Cooling obituary,"Summary: Wendy Cooling, who has died aged 78, transformed many lives as a teacher, author, anthologist and, especially, as the founder of Bookstart, the flagsh +ICY"
